TOTS;Player;Squad;Born;Age;Nation;Nation2;MP;90s;Minutes;Pos1;Pos2;Starts;Gls;Ast;GAs;pensattempted;pensscored;nonpengoals;xpectedAssistedGoals;xpectedGoals;nonpenxG;ProgCarries;ProgPasses;ProgRuns;CrdY;CrdR;gls90;ast90;ga90;ganonpen90;nonpengoals90;xpectGoals90;xGaXG90;xAG90;nonpenxpecGoalsxAssistedGoals90;npxGxAG;npxG90;glcreatingaction;GCA90;foulsdrawn;Fouldrawngoal;defensiveactionsthatleadtoshotattempt;defactiongoal;PassDeadShotAttempt;PassDeaGoal;PassLiveShotAttempt;PassLiveGoal;shotcreatingactions;SCA90;succtakeon;TakeOnGoal;Sum of clearances;challengeslost;intercepts;errors;tackles;TklWon;shotsblocked;passsesblocked;percentdribblerstackled;crossesfaced;crossesstopped;crossstopperc;defactionsoutsidepenarea;defactionoutsidepen90;passesattemtedover40yards;passescompetedover40yards;AvgDistofdefensiveactionsfromgoal;AvgLenpassinYards;OG;PSxG;PSxGallowed90;PSxGperShotonTarget;PSxGminusgoalsallowed;GA;PKA;Touches;DefPenTouches;Def3rdTouches;Mid3rdTouches;Att3rdTouches;AttPenaltyareatouches;LiveBallTouches;Carries;Miscontrols;TakeOnAttempted;TakeOnSucc;TakeOnSuccPercen;TkldDurTakeOn;TotDistYards;TkldPercen;PassesReceived;ProgPassesReceived;Dispossessed
No;Ben Winterburn;Bournemouth;2004;19;eng ENG;eng;4;0.3;24;MF;FW;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;9;0;2;5;2;1;9;6;0;0;0;;0;50;;6;2;0
No;Benoît Badiashile;Chelsea;2001;23;fr FRA;fr;5;3.7;334;DF;;3;0;0;0;0;0;0;0;0;0;3;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;6;2;9;6;2;0;80;;;;;;;;;;;;;;;;;336;31;138;186;13;0;336;177;1;1;0;0;1;660;100;247;2;0
No;Bernardo Silva;Manchester City;1994;29;pt POR;pt;33;29.7;2670;MF;FW;29;4;4;8;0;0;4;5.1;3.9;3.9;101;134;200;7;0;0.13;0.13;0.27;0.27;0.13;0.13;0.3;0.17;0.3;9;0.13;8;0.27;3;0;0;0;3;0;81;8;92;3.1;4;0;32;31;23;3;56;37;7;29;44,6;;;;;;;;;;;;;;;;;2054;50;355;843;876;141;2054;1288;25;61;28;45.9;26;8110;42.6;1518;200;34
No;Bernd Leno;Fulham;1992;32;de GER;de;38;38;3420;GK;;38;0;1;1;0;0;0;0.1;0;0;0;0;0;5;0;0;0.03;0.03;0.03;0;0;0;0;0;0.1;0;2;0.05;0;0;0;0;0;0;6;2;6;0.16;0;0;11;0;0;5;2;2;0;1;100;507;23;4.5;33;0.87;367;141;13.3;28.9;2;48.9;-0.08;0.29;-3.1;54;3;1479;1190;1466;13;0;0;1479;955;0;0;0;;0;3956;;862;0;0
No;Beto;Everton;1998;26;gw GNB;gw;30;17;1534;FW;;15;8;0;8;0;0;8;1.2;8.2;8.2;15;16;77;2;0;0.47;0;0.47;0.47;0.47;0.48;0.55;0.07;0.55;9.4;0.48;1;0.06;4;0;0;0;0;0;16;1;26;1.52;3;0;24;3;4;1;14;6;2;10;62,5;;;;;;;;;;;;;;;;;520;29;51;233;242;86;520;267;71;38;19;50;17;1242;44.7;378;77;37
No;Bilal El Khannouss;Leicester City;2004;20;ma MAR;ma;32;24.2;2182;MF;FW;27;2;3;5;0;0;2;4.6;1.3;1.3;73;128;89;4;0;0.08;0.12;0.21;0.21;0.08;0.05;0.24;0.19;0.24;5.8;0.05;7;0.29;3;0;0;0;9;1;54;5;78;3.22;8;0;10;15;6;3;50;30;4;18;53,1;;;;;;;;;;;;;;;;;1268;18;183;655;445;35;1268;732;38;60;34;56.7;23;4494;38.3;851;89;38
No;Billy Gilmour;Brighton;2001;23;sct SCO;sct;2;1.1;98;MF;;1;0;0;0;0;0;0;0;0.1;0.1;2;11;2;0;0;0;0;0;0;0;0.07;0.07;0;0.07;0.1;0.07;0;0;0;0;0;0;0;0;3;0;3;2.76;0;0;1;1;0;0;3;3;0;1;75;;;;;;;;;;;;;;;;;73;2;14;46;13;0;73;44;0;2;1;50;1;210;50;58;2;0
No;Bobby De Cordova-Reid;Leicester City;1993;31;jm JAM;jm;23;8.3;744;FW;;9;1;2;3;0;0;1;1.2;0.8;0.8;14;15;48;2;0;0.12;0.24;0.36;0.36;0.12;0.1;0.24;0.15;0.24;2;0.1;3;0.36;2;1;0;0;0;0;8;1;13;1.57;0;0;10;10;0;0;9;4;1;5;28,6;;;;;;;;;;;;;;;;;272;15;49;114;109;16;272;174;11;10;0;0;8;816;80;188;48;10
No;Boubacar Kamara;Aston Villa;1999;24;fr FRA;fr;26;19.2;1726;MF;;20;1;0;1;0;0;1;0.9;0.8;0.8;19;85;7;2;0;0.05;0;0.05;0.05;0.05;0.04;0.09;0.05;0.09;1.7;0.04;2;0.1;1;0;2;0;1;0;20;2;27;1.41;1;0;51;27;19;3;50;21;7;12;51,8;;;;;;;;;;;;;;;;;1113;95;344;637;141;12;1113;591;12;27;9;33.3;9;2976;33.3;754;7;17
No;Boubacar Traoré;Wolves;2001;22;ml MLI;ml;1;0;1;MF;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;100;;;;;;;;;;;;;;;;;2;0;0;2;0;0;2;0;0;0;0;;0;0;;0;0;0
No;Boubakary Soumaré;Leicester City;1999;25;fr FRA;fr;31;24.1;2171;MF;;25;0;0;0;0;0;0;0.4;0.3;0.3;34;105;23;8;0;0;0;0;0;0;0.01;0.03;0.02;0.03;0.7;0.01;3;0.12;2;0;0;0;0;0;27;3;35;1.45;5;0;34;12;27;4;37;20;10;12;63,6;;;;;;;;;;;;;;;;;1441;73;386;903;166;18;1441;847;24;45;27;60;14;3904;31.1;1013;23;22
No;Brajan Gruda;Brighton;2004;20;de GER;de;21;7.6;687;MF;FW;8;1;4;5;0;0;1;2.1;1.2;1.2;22;26;57;0;0;0.13;0.52;0.66;0.66;0.13;0.16;0.43;0.28;0.43;3.3;0.16;6;0.78;1;0;0;0;6;2;29;4;39;5.1;3;0;5;7;2;1;16;8;0;8;50;;;;;;;;;;;;;;;;;344;4;38;120;192;46;344;202;14;30;13;43.3;12;1447;40;222;57;21
No;Brandon Austin;Tottenham;1999;25;eng ENG;eng;1;1;90;GK;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;15;5;33.3;2;2;11;3;12.4;32.3;0;2.2;0.2;0.55;0.2;2;0;36;30;36;0;0;0;36;22;0;0;0;;0;104;;16;0;0
No;Brennan Johnson;Tottenham;2001;23;wls WAL;wls;33;24.2;2177;FW;;24;11;3;14;0;0;11;2.3;10.4;10.4;60;71;197;5;0;0.45;0.12;0.58;0.58;0.45;0.43;0.52;0.09;0.52;12.7;0.43;7;0.29;5;1;1;0;0;0;30;5;46;1.9;6;1;14;18;4;0;39;26;3;22;47,1;;;;;;;;;;;;;;;;;853;18;98;292;475;125;853;544;26;44;19;43.2;22;2939;50;626;197;17
No;Bruno Fernandes;Manchester Utd;1994;29;pt POR;pt;36;33.5;3018;MF;;35;8;10;18;3;3;5;8.5;9.9;7.6;77;325;129;5;2;0.24;0.3;0.54;0.45;0.15;0.3;0.55;0.25;0.48;16.1;0.23;13;0.39;7;0;2;0;37;2;136;10;193;5.76;5;0;35;51;26;3;84;50;6;29;40;;;;;;;;;;;;;;;;;2649;62;428;1263;983;80;2646;1542;43;67;28;41.8;33;7244;49.3;1853;129;43
No;Bruno Guimarães;Newcastle Utd;1997;26;br BRA;br;38;36.3;3271;MF;;38;5;6;11;0;0;5;6.1;4.3;4.3;64;271;96;7;0;0.14;0.17;0.3;0.3;0.14;0.12;0.29;0.17;0.29;10.4;0.12;18;0.5;4;0;3;0;3;1;119;17;133;3.66;3;0;44;36;29;5;83;47;10;26;47,8;;;;;;;;;;;;;;;;;2213;83;445;1131;662;85;2213;1400;56;78;34;43.6;27;7763;34.6;1652;96;76
Yes;Bryan Mbeumo;Brentford;1999;24;cm CMR;cm;38;37.9;3414;FW;;38;20;7;27;6;5;15;8.3;12.3;7.5;130;141;351;3;0;0.53;0.18;0.71;0.58;0.4;0.32;0.54;0.22;0.42;15.9;0.2;20;0.53;4;1;0;0;23;3;98;11;144;3.8;11;2;55;14;14;1;49;31;3;23;60;;;;;;;;;;;;;;;;;1781;62;246;567;998;168;1775;1077;106;111;52;46.8;47;6721;42.3;1204;351;47
No;Bukayo Saka;Arsenal;2001;22;eng ENG;eng;25;19.2;1729;FW;MF;20;6;10;16;1;1;5;7.6;6.8;6;96;70;255;3;0;0.31;0.52;0.83;0.78;0.26;0.36;0.75;0.4;0.71;13.7;0.31;23;1.2;4;1;0;0;20;5;71;14;117;6.09;12;2;8;11;3;0;29;15;0;22;54,2;;;;;;;;;;;;;;;;;979;6;57;216;715;162;978;628;34;90;41;45.6;37;4253;41.1;711;255;40
No;Caleb Kporha;Crystal Palace;2006;18;eng ENG;eng;2;0.1;13;DF;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;100;;;;;;;;;;;;;;;;;11;1;4;2;5;0;11;4;0;0;0;;0;46;;3;0;2
No;Caleb Okoli;Leicester City;2001;23;it ITA;it;19;12.5;1125;DF;;12;1;0;1;0;0;1;0;0.6;0.6;3;32;2;4;0;0.08;0;0.08;0.08;0.08;0.05;0.05;0;0.05;0.6;0.05;0;0;0;0;0;0;0;0;4;0;4;0.32;0;0;79;7;15;3;25;14;14;10;61,1;;;;;;;;;;;;;;;;;806;152;451;325;35;10;806;468;10;0;0;;0;2318;;484;2;2
No;Callum Hudson-Odoi;Nott'ham Forest;2000;23;eng ENG;eng;31;24.4;2194;FW;MF;25;5;2;7;0;0;5;2.7;2.5;2.5;130;71;189;2;0;0.21;0.08;0.29;0.29;0.21;0.1;0.21;0.11;0.21;5.2;0.1;11;0.45;4;2;0;0;3;0;74;7;94;3.86;10;2;12;6;13;1;22;14;0;11;66,7;;;;;;;;;;;;;;;;;1035;16;117;338;605;74;1035;641;45;63;37;58.7;18;5345;28.6;784;189;23
No;Callum Wilson;Newcastle Utd;1992;32;eng ENG;eng;18;4.1;370;FW;;2;0;0;0;0;0;0;0.1;0.4;0.4;5;4;17;1;0;0;0;0;0;0;0.09;0.12;0.03;0.12;0.5;0.09;0;0;1;0;1;0;0;0;7;0;10;2.43;0;0;1;2;1;0;2;2;0;2;0;;;;;;;;;;;;;;;;;95;1;5;55;38;19;95;47;16;7;1;14.3;4;243;57.1;60;17;12
No;Calvin Bassey;Fulham;1999;24;ng NGA;ng;35;34.2;3074;DF;;34;1;0;1;0;0;1;0.1;1;1;39;116;15;7;0;0.03;0;0.03;0.03;0.03;0.03;0.03;0;0.03;1.2;0.03;3;0.09;0;0;1;1;1;0;19;2;23;0.67;2;0;118;9;20;8;54;34;17;23;71;;;;;;;;;;;;;;;;;2463;324;1205;1151;132;19;2463;1571;34;33;15;45.5;11;8212;33.3;1716;15;8
No;Cameron Archer;Southampton;2001;23;eng ENG;eng;35;16;1441;FW;;13;2;0;2;1;0;2;0.5;5.7;4.9;22;14;66;0;0;0.12;0;0.12;0.12;0.12;0.36;0.39;0.03;0.34;5.4;0.31;0;0;1;0;0;0;0;0;10;0;20;1.25;4;0;11;7;2;0;13;8;1;4;22,2;;;;;;;;;;;;;;;;;398;16;69;179;154;52;397;226;40;37;15;40.5;20;1182;54.1;274;66;26
No;Cameron Burgess;Ipswich Town;1995;28;au AUS;au;18;17.1;1541;DF;;16;0;2;2;0;0;0;0.5;1.1;1.1;2;42;4;0;0;0;0.12;0.12;0.12;0;0.06;0.09;0.03;0.09;1.6;0.06;3;0.18;0;0;0;0;0;0;14;3;14;0.82;0;0;128;2;14;3;17;12;15;5;81,8;;;;;;;;;;;;;;;;;982;248;609;327;48;24;982;430;3;0;0;;0;1965;;573;4;0
No;Caoimhín Kelleher;Liverpool;1998;25;ie IRL;ie;10;10;900;GK;;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.1;0;0;0;0;0;0;3;1;3;0.3;0;0;1;0;0;2;0;0;0;0;;113;6;5.3;9;0.9;115;29;14;29;0;11.6;-0.04;0.3;-0.4;12;0;398;286;396;2;0;0;398;290;1;1;1;100;0;1131;0;275;0;0
No;Carlos Alcaraz;Everton;2002;21;ar ARG;ar;15;8.5;764;FW;MF;7;2;3;5;0;0;2;1.6;1.7;1.7;19;42;21;4;0;0.24;0.35;0.59;0.59;0.24;0.2;0.4;0.19;0.4;3.4;0.2;6;0.71;1;0;0;0;2;0;24;5;33;3.89;3;0;10;8;5;0;11;5;2;7;27,3;;;;;;;;;;;;;;;;;378;15;63;168;156;19;378;211;14;18;9;50;7;1331;38.9;247;21;13
No;Carlos Alcaraz;Southampton;2002;21;ar ARG;ar;1;0.1;10;MF;;0;0;0;0;0;0;0;0.1;0.1;0.1;4;6;1;0;0;0;0;0;0;0;0.62;1.48;0.86;1.48;0.2;0.62;0;0;0;0;0;0;0;0;1;0;1;9;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;17;0;1;8;9;2;17;12;0;2;0;0;2;112;100;12;1;0
No;Carlos Baleba;Brighton;2004;20;cm CMR;cm;34;29.6;2661;MF;;31;3;1;4;0;0;3;1.3;3.1;3.1;43;118;29;8;1;0.1;0.03;0.14;0.14;0.1;0.1;0.15;0.05;0.15;4.4;0.1;4;0.14;1;1;3;1;0;0;55;2;66;2.23;2;0;44;32;46;1;79;46;11;36;60;;;;;;;;;;;;;;;;;1697;94;410;994;339;12;1697;971;39;57;33;57.9;20;5692;35.1;1035;29;42
No;Carlos Forbs;Wolves;2004;20;pt POR;pt;10;2.7;239;MF;FW;1;0;0;0;0;0;0;0;0.1;0.1;10;8;28;2;0;0;0;0;0;0;0.05;0.07;0.01;0.07;0.2;0.05;1;0.38;0;0;0;0;0;0;3;1;5;1.89;2;0;2;2;1;1;8;5;0;3;66,7;;;;;;;;;;;;;;;;;121;3;23;39;60;13;121;75;7;12;7;58.3;5;468;41.7;85;28;4
No;Carlos Soler;West Ham;1997;27;es ESP;es;31;15.7;1409;MF;FW;14;1;1;2;0;0;1;1.4;1.8;1.8;17;56;37;6;0;0.06;0.06;0.13;0.13;0.06;0.12;0.21;0.09;0.21;3.2;0.12;2;0.13;3;0;1;0;9;0;31;2;51;3.26;2;0;21;16;8;2;16;11;6;13;30,4;;;;;;;;;;;;;;;;;794;27;180;409;210;26;794;367;14;18;8;44.4;9;1806;50;539;37;14
No;Carlos Vinícius;Fulham;1995;29;br BRA;br;3;0.2;16;MF;FW;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0.21;0.21;0;0.21;0;0.21;0;0;1;0;0;0;0;0;0;0;2;11.25;1;0;0;1;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;7;0;1;3;3;2;7;7;1;1;1;100;0;24;0;6;3;0
No;Casemiro;Manchester Utd;1992;32;br BRA;br;24;16.6;1494;MF;;18;1;0;1;0;0;1;2.3;1.9;1.9;4;84;28;5;0;0.06;0;0.06;0.06;0.06;0.11;0.25;0.14;0.25;4.2;0.11;4;0.24;0;0;0;0;1;0;49;4;53;3.19;0;0;51;29;14;3;83;50;10;29;60,8;;;;;;;;;;;;;;;;;1250;75;374;633;251;43;1250;660;12;6;3;50;3;2047;50;800;28;10
No;Chadi Riad;Crystal Palace;2003;21;ma MAR;ma;1;1;90;DF;;1;0;0;0;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;5;2;0;0;66,7;;;;;;;;;;;;;;;;;90;5;41;49;1;0;90;58;1;0;0;;0;318;;69;0;0
No;Charlie Taylor;Southampton;1993;30;eng ENG;eng;8;4;356;DF;;3;0;0;0;0;0;0;0.1;0;0;3;9;7;1;0;0;0;0;0;0;0;0.02;0.02;0.02;0.1;0;1;0.25;0;0;0;0;0;0;2;1;2;0.51;0;0;31;2;5;1;7;5;5;3;71,4;;;;;;;;;;;;;;;;;279;35;121;120;39;2;279;116;1;2;2;100;0;500;0;172;7;1
No;Cheick Doucouré;Crystal Palace;2000;24;ml MLI;ml;13;5;452;MF;;4;0;0;0;0;0;0;0;0.4;0.4;2;19;7;1;0;0;0;0;0;0;0.08;0.08;0;0.08;0.4;0.08;3;0.6;1;1;1;0;0;0;5;1;9;1.79;0;0;10;6;11;1;16;8;0;4;45,5;;;;;;;;;;;;;;;;;263;11;56;165;45;4;263;133;4;5;2;40;2;581;40;160;7;7
No;Chidozie Obi-Martin;Manchester Utd;2007;16;dk DEN;dk;7;1.8;165;FW;;1;0;0;0;0;0;0;0;0.7;0.7;2;1;12;1;0;0;0;0;0;0;0.36;0.36;0;0.36;0.7;0.36;0;0;0;0;0;0;0;0;0;0;2;1.09;1;0;1;0;0;0;2;1;0;0;100;;;;;;;;;;;;;;;;;47;3;6;21;20;9;47;22;5;3;1;33.3;2;114;66.7;29;12;1
No;Chiedozie Ogbene;Ipswich Town;1997;27;ie IRL;ie;5;2.6;238;FW;;3;0;0;0;0;0;0;0.1;0;0;7;0;15;0;0;0;0;0;0;0;0;0.03;0.03;0.03;0.1;0;0;0;1;0;0;0;0;0;2;0;3;1.13;0;0;3;2;1;0;7;3;0;1;50;;;;;;;;;;;;;;;;;70;3;11;19;40;6;70;41;4;7;1;14.3;3;330;42.9;43;15;2
No;Chiquinho;Wolves;2000;24;pt POR;pt;1;0.1;7;MF;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42;0.42;0.42;0;0;0;0;0;0;0;0;0;0;2;0;2;25.71;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;3;0;0;1;2;1;3;1;0;0;0;;0;13;;2;0;0
No;Chris Richards;Crystal Palace;2000;24;us USA;us;24;21.4;1922;DF;;22;1;0;1;0;0;1;0.1;1.4;1.4;6;39;2;4;1;0.05;0;0.05;0.05;0.05;0.06;0.07;0;0.07;1.5;0.06;2;0.09;1;0;1;0;0;0;5;0;9;0.42;0;0;121;17;19;0;47;30;14;26;58,5;;;;;;;;;;;;;;;;;1118;134;611;439;74;19;1118;517;5;6;1;16.7;5;2316;83.3;614;2;5
No;Chris Wood;Nott'ham Forest;1991;32;nz NZL;nz;36;32.9;2959;FW;;35;20;3;23;3;3;17;2.6;13.4;11;14;42;94;1;0;0.61;0.09;0.7;0.61;0.52;0.41;0.49;0.08;0.42;13.6;0.34;5;0.15;0;0;2;1;0;0;36;4;44;1.34;2;0;29;8;5;1;6;5;7;5;27,3;;;;;;;;;;;;;;;;;770;40;89;361;322;105;767;376;75;13;4;30.8;8;1279;61.5;563;94;28
No;Christian Eriksen;Manchester Utd;1992;32;dk DEN;dk;23;11.8;1061;MF;;11;1;2;3;1;1;0;3.2;1.4;0.6;13;55;29;4;0;0.08;0.17;0.25;0.17;0;0.12;0.39;0.27;0.32;3.8;0.05;7;0.59;0;0;0;0;15;2;38;5;56;4.74;0;0;8;16;7;0;19;9;5;10;40,7;;;;;;;;;;;;;;;;;850;26;173;397;284;17;849;473;13;4;0;0;4;1784;100;566;29;5
No;Christian Nørgaard;Brentford;1994;30;dk DEN;dk;34;31.3;2819;MF;;34;5;4;9;0;0;5;1.3;4.3;4.3;14;154;42;8;1;0.16;0.13;0.29;0.29;0.16;0.14;0.18;0.04;0.18;5.6;0.14;13;0.42;2;1;1;0;0;0;48;11;58;1.85;0;0;70;33;49;1;79;49;20;32;59,3;;;;;;;;;;;;;;;;;1802;176;613;855;350;57;1802;826;34;14;7;50;5;3115;35.7;1075;42;20
No;Christian Walton;Ipswich Town;1995;28;eng ENG;eng;7;7;630;GK;;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0.29;0;0;2;1;0;1;0;0;0;0;0;111;12;10.8;2;0.29;116;42;8.2;34.3;0;17.1;-0.28;0.4;-1.9;19;2;272;248;271;1;0;0;272;143;0;0;0;;0;699;;131;0;0
No;Christopher Nkunku;Chelsea;1997;26;fr FRA;fr;27;10.2;921;FW;;9;3;2;5;0;0;3;2.1;4.8;4.8;17;25;68;2;0;0.29;0.2;0.49;0.49;0.29;0.47;0.68;0.21;0.67;6.9;0.47;4;0.39;1;1;2;0;0;0;21;1;34;3.32;5;1;10;2;7;0;12;8;2;7;75;;;;;;;;;;;;;;;;;448;10;52;183;217;52;448;280;18;27;10;37;14;1368;51.9;356;68;17
No;Claudio Echeverri;Manchester City;2006;18;ar ARG;ar;1;0.1;6;FW;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;100;;;;;;;;;;;;;;;;;3;0;0;2;1;0;3;3;0;0;0;;0;28;;3;1;1
No;Cody Gakpo;Liverpool;1999;25;nl NED;nl;35;21.5;1935;FW;;23;10;4;14;0;0;10;4.4;7.1;7.1;59;52;278;5;0;0.47;0.19;0.65;0.65;0.47;0.33;0.53;0.2;0.53;11.5;0.33;8;0.37;5;1;2;0;0;0;57;3;80;3.72;9;3;19;12;12;1;28;16;3;20;52;;;;;;;;;;;;;;;;;888;28;91;258;557;110;888;605;45;61;31;50.8;21;4320;34.4;677;278;24
No;Cole Palmer;Chelsea;2002;22;eng ENG;eng;37;35.5;3191;MF;FW;36;15;8;23;5;4;11;10.9;17.3;13.3;120;214;187;7;0;0.42;0.23;0.65;0.54;0.31;0.49;0.79;0.31;0.68;24.2;0.38;15;0.42;8;1;2;0;21;0;134;11;202;5.7;16;2;20;15;11;1;34;20;1;15;44,4;;;;;;;;;;;;;;;;;1851;23;150;824;901;144;1846;1173;71;113;51;45.1;46;7917;40.7;1366;187;37
No;Conor Bradley;Liverpool;2003;21;nir NIR;nir;19;8.4;754;DF;;7;0;2;2;0;0;0;1.4;0.7;0.7;35;33;39;4;0;0;0.24;0.24;0.24;0;0.08;0.25;0.17;0.25;2.1;0.08;4;0.48;1;0;0;0;0;0;13;3;19;2.27;5;1;31;11;4;0;14;10;2;7;50;;;;;;;;;;;;;;;;;663;32;197;299;178;43;663;369;13;25;10;40;12;2332;48;411;39;5
No;Conor Chaplin;Ipswich Town;1997;27;eng ENG;eng;22;9.5;857;MF;FW;10;1;1;2;0;0;1;0.7;1.5;1.5;13;29;23;2;0;0.11;0.11;0.21;0.21;0.11;0.16;0.23;0.07;0.23;2.2;0.16;1;0.11;0;0;0;0;3;0;19;1;22;2.32;0;0;3;8;4;0;15;5;1;7;42,9;;;;;;;;;;;;;;;;;390;7;74;183;138;18;390;179;12;8;4;50;4;910;50;264;23;5
No;Conor Coady;Leicester City;1993;31;eng ENG;eng;22;19;1714;DF;;19;1;0;1;0;0;1;0.1;0.4;0.4;3;32;0;3;0;0.05;0;0.05;0.05;0.05;0.02;0.03;0;0.03;0.5;0.02;0;0;0;0;0;0;0;0;6;0;6;0.32;0;0;71;3;13;2;13;9;24;8;50;;;;;;;;;;;;;;;;;1210;234;689;503;20;8;1210;789;4;2;1;50;1;3430;50;878;0;3
No;Conor Townsend;Ipswich Town;1993;31;eng ENG;eng;6;3.7;335;DF;;3;0;1;1;0;0;0;0.7;0;0;2;8;13;1;0;0;0.27;0.27;0.27;0;0.01;0.18;0.18;0.18;0.7;0.01;1;0.27;0;0;0;0;1;0;4;1;5;1.34;0;0;16;3;4;0;11;8;6;2;72,7;;;;;;;;;;;;;;;;;172;28;87;50;38;5;172;53;2;0;0;;0;278;;75;13;2
No;Craig Dawson;Wolves;1990;34;eng ENG;eng;15;10.8;971;DF;;10;0;0;0;0;0;0;0;0.5;0.5;6;20;5;2;0;0;0;0;0;0;0.05;0.05;0;0.05;0.5;0.05;2;0.19;0;0;0;0;0;0;6;1;7;0.65;0;0;52;3;9;1;15;3;11;5;80;;;;;;;;;;;;;;;;;671;130;396;249;28;14;671;390;2;5;1;20;2;1819;40;443;5;0
No;Cristian Romero;Tottenham;1998;26;ar ARG;ar;18;15.7;1416;DF;;18;1;0;1;0;0;1;0.6;1.6;1.6;12;71;3;3;0;0.06;0;0.06;0.06;0.06;0.1;0.14;0.04;0.14;2.2;0.1;4;0.25;0;0;0;0;0;0;16;3;20;1.27;0;0;57;9;21;2;35;29;3;15;70;;;;;;;;;;;;;;;;;1377;157;594;720;74;23;1377;896;10;4;1;25;2;4702;50;936;3;5
No;Crysencio Summerville;West Ham;2001;22;nl NED;nl;19;8.7;786;FW;MF;7;1;1;2;0;0;1;1.7;1.6;1.6;29;18;71;2;0;0.11;0.11;0.23;0.23;0.11;0.19;0.38;0.19;0.38;3.3;0.19;1;0.11;5;0;1;0;3;0;21;1;35;4.01;5;0;7;6;0;0;13;7;4;9;33,3;;;;;;;;;;;;;;;;;372;9;47;147;181;38;372;207;20;39;13;33.3;18;1463;46.2;259;71;16
No;Curtis Jones;Liverpool;2001;23;eng ENG;eng;33;19;1712;MF;DF;19;3;3;6;0;0;3;1.1;4.3;4.3;30;117;79;3;1;0.16;0.16;0.32;0.32;0.16;0.23;0.29;0.06;0.29;5.4;0.23;8;0.42;2;1;0;0;1;1;45;5;52;2.74;0;0;10;10;7;3;39;22;9;13;63;;;;;;;;;;;;;;;;;1288;41;220;683;393;58;1288;789;26;22;12;54.5;8;3889;36.4;967;79;36
No;Daichi Kamada;Crystal Palace;1996;27;jp JPN;jp;34;17.4;1564;MF;;15;0;0;0;0;0;0;1.9;1.1;1.1;25;89;56;4;1;0;0;0;0;0;0.06;0.17;0.11;0.17;3;0.06;3;0.17;2;0;3;0;6;1;37;2;52;2.99;1;0;14;27;18;0;47;29;5;17;34,1;;;;;;;;;;;;;;;;;937;19;208;496;240;32;937;485;16;19;7;36.8;9;2295;47.4;600;56;20
No;Dan Burn;Newcastle Utd;1992;32;eng ENG;eng;37;37;3330;DF;;37;1;1;2;0;0;1;0.9;2;2;12;75;14;11;0;0.03;0.03;0.05;0.05;0.03;0.05;0.08;0.02;0.08;2.8;0.05;4;0.11;1;0;0;0;1;1;21;3;27;0.73;0;0;197;16;27;4;39;24;26;10;55,6;;;;;;;;;;;;;;;;;2386;366;1305;959;130;52;2386;1346;24;4;3;75;1;6322;25;1615;14;3
No;Dane Scarlett;Tottenham;2004;20;eng ENG;eng;3;0.4;34;FW;MF;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;2.65;2.65;2.65;0;0.09;0.22;0.12;0.22;0.1;0.09;1;2.65;0;0;0;0;0;0;1;1;1;2.65;0;0;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;9;1;3;5;1;1;9;5;0;0;0;;0;66;;4;1;1
