TOTS;Player;Squad;Born;Age;Nation;Nation2;MP;90s;Minutes;Pos1;Pos2;Starts;Gls;Ast;GAs;pensattempted;pensscored;nonpengoals;xpectedAssistedGoals;xpectedGoals;nonpenxG;ProgCarries;ProgPasses;ProgRuns;CrdY;CrdR;gls90;ast90;ga90;ganonpen90;nonpengoals90;xpectGoals90;xGaXG90;xAG90;nonpenxpecGoalsxAssistedGoals90;npxGxAG;npxG90;glcreatingaction;GCA90;foulsdrawn;Fouldrawngoal;defensiveactionsthatleadtoshotattempt;defactiongoal;PassDeadShotAttempt;PassDeaGoal;PassLiveShotAttempt;PassLiveGoal;shotcreatingactions;SCA90;succtakeon;TakeOnGoal;Sum of clearances;challengeslost;intercepts;errors;tackles;TklWon;shotsblocked;passsesblocked;percentdribblerstackled;crossesfaced;crossesstopped;crossstopperc;defactionsoutsidepenarea;defactionoutsidepen90;passesattemtedover40yards;passescompetedover40yards;AvgDistofdefensiveactionsfromgoal;AvgLenpassinYards;OG;PSxG;PSxGallowed90;PSxGperShotonTarget;PSxGminusgoalsallowed;GA;PKA;Touches;DefPenTouches;Def3rdTouches;Mid3rdTouches;Att3rdTouches;AttPenaltyareatouches;LiveBallTouches;Carries;Miscontrols;TakeOnAttempted;TakeOnSucc;TakeOnSuccPercen;TkldDurTakeOn;TotDistYards;TkldPercen;PassesReceived;ProgPassesReceived;Dispossessed
No;Noni Madueke;Chelsea;2002;22;eng ENG;eng;32;22.6;2033;FW;;27;7;3;10;0;0;7;4.2;9.6;9.6;154;69;226;3;0;0.31;0.13;0.44;0.44;0.31;0.43;0.61;0.19;0.61;13.9;0.43;8;0.35;4;1;1;1;0;0;57;5;79;3.5;10;0;11;24;10;0;25;18;0;17;36,8;;;;;;;;;;;;;;;;;980;22;101;301;595;184;980;641;52;102;45;44.1;46;5413;45.1;756;226;25
No;Noussair Mazraoui;Manchester Utd;1997;26;ma MAR;ma;37;31.5;2838;DF;;34;0;1;1;0;0;0;1.5;0.7;0.7;42;115;58;3;0;0;0.03;0.03;0.03;0;0.02;0.07;0.05;0.07;2.2;0.02;1;0.03;3;0;2;0;2;0;46;1;56;1.78;1;0;95;35;34;1;115;68;9;27;62,8;;;;;;;;;;;;;;;;;2139;167;839;976;349;30;2139;1172;25;48;26;54.2;18;5481;37.5;1289;58;17
No;Odsonne Édouard;Crystal Palace;1998;26;fr FRA;fr;2;1.3;115;MF;FW;1;0;0;0;0;0;0;0;0.4;0.4;3;4;7;0;0;0;0;0;0;0;0.31;0.34;0.04;0.34;0.4;0.31;0;0;0;0;0;0;0;0;1;0;1;0.78;0;0;1;2;0;0;1;0;0;1;0;;;;;;;;;;;;;;;;;45;1;4;23;18;8;45;24;4;1;0;0;1;117;100;26;7;1
No;Odsonne Édouard;Leicester City;1998;26;fr FRA;fr;4;0.3;29;FW;;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0.13;0.13;0.13;0;0;0;0;0;0;0;0;0;0;2;0;2;6.21;0;0;1;0;0;0;1;1;0;0;;;;;;;;;;;;;;;;;;20;1;2;7;11;6;20;11;7;2;1;50;1;25;50;13;2;2
No;Ola Aina;Nott'ham Forest;1996;27;ng NGA;ng;35;33.3;2995;DF;;35;2;1;3;0;0;2;1.4;0.6;0.6;67;107;67;5;0;0.06;0.03;0.09;0.09;0.06;0.02;0.06;0.04;0.06;2.1;0.02;4;0.12;3;0;1;1;5;0;49;3;62;1.86;3;0;115;28;33;4;55;42;12;22;56,3;;;;;;;;;;;;;;;;;1708;156;613;717;409;22;1708;749;44;72;33;45.8;27;4798;37.5;823;67;22
No;Olabade Aluko;Leicester City;;;;;1;0;2;DF;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;100;;;;;;;;;;;;;;;;;6;0;0;6;1;0;6;2;0;1;0;0;1;1;100;2;0;1
No;Oleksandr Zinchenko;Arsenal;1996;27;ua UKR;ua;15;5.9;527;DF;MF;5;0;1;1;0;0;0;0.2;0.6;0.6;10;48;14;1;0;0;0.17;0.17;0.17;0;0.11;0.14;0.03;0.14;0.8;0.11;2;0.34;1;0;0;0;1;0;17;2;22;3.76;1;0;10;5;5;0;6;1;1;7;37,5;;;;;;;;;;;;;;;;;499;16;86;233;181;20;499;281;3;5;3;60;1;1348;20;348;14;4
No;Oliver Scarles;West Ham;2005;18;eng ENG;eng;15;7.4;665;DF;FW;7;0;0;0;0;0;0;0.1;0.1;0.1;12;22;44;1;0;0;0;0;0;0;0.01;0.03;0.01;0.03;0.2;0.01;0;0;0;0;0;0;0;0;6;0;6;0.81;0;0;26;8;11;0;21;11;2;12;63,6;;;;;;;;;;;;;;;;;466;32;159;179;133;9;466;219;12;7;2;28.6;5;871;71.4;272;44;3
No;Oliver Skipp;Leicester City;2000;23;eng ENG;eng;24;12.5;1129;MF;;10;0;0;0;0;0;0;0.3;0.4;0.4;16;35;19;8;0;0;0;0;0;0;0.03;0.05;0.02;0.05;0.6;0.03;0;0;1;0;0;0;1;0;13;0;15;1.2;0;0;11;6;11;2;21;4;7;16;60;;;;;;;;;;;;;;;;;612;29;141;383;92;9;612;347;12;12;7;58.3;5;1392;41.7;419;19;7
No;Ollie Watkins;Aston Villa;1995;28;eng ENG;eng;38;28.9;2598;FW;;31;16;8;24;2;2;14;3.3;15.3;13.8;55;31;165;2;0;0.55;0.28;0.83;0.76;0.48;0.53;0.65;0.12;0.59;17.1;0.48;12;0.42;6;2;0;0;0;0;36;8;53;1.84;4;1;15;8;8;2;10;7;3;8;27,3;;;;;;;;;;;;;;;;;695;18;50;248;407;168;693;409;60;41;10;24.4;27;2243;65.9;552;165;50
No;Omar Marmoush;Manchester City;1999;25;eg EGY;eg;16;13.1;1175;FW;MF;14;7;0;7;0;0;7;2.8;5.5;5.5;29;37;78;0;0;0.54;0;0.54;0.54;0.54;0.42;0.64;0.21;0.64;8.3;0.42;2;0.15;7;1;0;0;3;0;22;1;39;2.99;2;0;3;8;6;0;13;8;1;14;50;;;;;;;;;;;;;;;;;504;6;34;152;326;68;504;320;45;46;20;43.5;21;1975;45.7;361;78;19
No;Omari Hutchinson;Ipswich Town;2003;20;eng ENG;eng;31;28.7;2583;MF;FW;30;3;2;5;0;0;3;3.5;2.9;2.9;97;75;159;5;0;0.1;0.07;0.17;0.17;0.1;0.1;0.22;0.12;0.22;6.4;0.1;6;0.21;5;0;2;0;0;0;59;6;81;2.82;9;0;15;35;11;1;32;13;2;25;27,1;;;;;;;;;;;;;;;;;1259;17;200;516;567;92;1259;779;80;137;51;37.2;68;6035;49.6;893;159;58
No;Orel Mangala;Everton;1998;26;be BEL;be;19;14;1261;MF;;14;1;0;1;0;0;1;0.6;1.1;1.1;6;34;19;2;0;0.07;0;0.07;0.07;0.07;0.08;0.13;0.05;0.13;1.8;0.08;1;0.07;1;1;0;0;1;0;17;0;24;1.72;2;0;24;3;21;1;16;8;3;5;62,5;;;;;;;;;;;;;;;;;621;22;133;335;157;13;621;298;12;24;14;58.3;9;1574;37.5;406;19;12
No;Oscar Bobb;Manchester City;2003;21;no NOR;no;3;0.2;16;FW;;0;0;0;0;0;0;0;0.1;0;0;1;1;1;0;0;0;0;0;0;0;0;0.41;0.41;0.41;0.1;0;0;0;0;0;0;0;0;0;1;0;2;11.25;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;15;0;2;6;7;0;15;10;0;2;2;100;0;67;0;13;1;0
No;Pablo Sarabia;Wolves;1992;32;es ESP;es;23;9;814;MF;FW;7;3;2;5;0;0;3;1.8;2.9;2.9;15;60;62;3;0;0.33;0.22;0.55;0.55;0.33;0.32;0.51;0.19;0.51;4.6;0.32;5;0.55;0;0;0;0;6;0;20;4;28;3.1;2;1;7;6;4;1;16;8;0;10;62,5;;;;;;;;;;;;;;;;;552;4;58;271;226;24;552;325;22;15;6;40;7;1497;46.7;387;62;14
No;Pape Matar Sarr;Tottenham;2002;21;sn SEN;sn;36;21.3;1913;MF;;22;3;2;5;0;0;3;1.6;3.7;3.7;33;88;53;6;0;0.14;0.09;0.24;0.24;0.14;0.17;0.25;0.08;0.25;5.3;0.17;7;0.33;0;0;2;0;2;0;35;5;45;2.12;2;1;25;13;30;1;49;36;10;16;48;;;;;;;;;;;;;;;;;1253;47;274;699;302;28;1253;772;29;30;11;36.7;16;4547;53.3;872;53;22
No;Patrick Dorgu;Manchester Utd;2004;19;dk DEN;dk;12;9.4;842;DF;;10;0;0;0;0;0;0;0.7;0.4;0.4;41;34;83;3;1;0;0;0;0;0;0.05;0.12;0.08;0.12;1.2;0.05;1;0.11;2;1;1;0;0;0;21;0;24;2.57;0;0;23;7;4;2;31;24;0;11;69,6;;;;;;;;;;;;;;;;;602;16;155;206;244;32;602;354;12;13;3;23.1;6;1933;46.2;399;83;10
No;Patson Daka;Leicester City;1998;25;zm ZAM;zm;23;8.2;736;FW;MF;6;1;0;1;0;0;1;0.1;1.3;1.3;11;8;36;0;0;0.12;0;0.12;0.12;0.12;0.15;0.16;0.01;0.16;1.3;0.15;1;0.12;0;0;0;0;0;0;7;0;10;1.23;2;1;12;11;1;0;19;10;1;6;38,9;;;;;;;;;;;;;;;;;252;11;46;114;97;29;252;141;20;15;2;13.3;10;714;66.7;167;36;12
No;Pau Torres;Aston Villa;1997;27;es ESP;es;24;22.4;2020;DF;;23;0;0;0;0;0;0;0.1;0.5;0.5;40;97;8;2;0;0;0;0;0;0;0.02;0.03;0.01;0.03;0.6;0.02;2;0.09;0;0;0;0;0;0;11;1;14;0.62;0;0;75;7;10;2;21;15;11;5;58,8;;;;;;;;;;;;;;;;;1518;237;701;726;97;17;1518;965;6;17;15;88.2;2;6359;11.8;1090;8;5
No;Paul Onuachu;Southampton;1994;30;ng NGA;ng;25;11.7;1050;FW;;11;4;1;5;0;0;4;0.5;3.6;3.6;7;13;40;4;0;0.34;0.09;0.43;0.43;0.34;0.31;0.35;0.04;0.35;4.1;0.31;1;0.09;0;0;0;0;0;0;8;1;9;0.77;0;0;16;4;1;1;7;2;2;5;42,9;;;;;;;;;;;;;;;;;440;17;45;235;163;67;440;214;50;26;8;30.8;14;857;53.8;358;40;36
No;Pedro Lima;Wolves;2006;18;br BRA;br;3;0.8;70;DF;;1;0;0;0;0;0;0;0.1;0.1;0.1;4;4;11;0;0;0;0;0;0;0;0.07;0.16;0.09;0.16;0.1;0.07;0;0;0;0;2;0;0;0;2;0;4;5.14;0;0;5;2;2;0;1;0;0;0;33,3;;;;;;;;;;;;;;;;;48;0;9;12;28;3;48;22;1;3;1;33.3;2;120;66.7;30;11;0
No;Pedro Neto;Chelsea;2000;24;pt POR;pt;35;25.2;2269;FW;;24;4;6;10;0;0;4;6.7;3.5;3.5;126;60;253;8;0;0.16;0.24;0.4;0.4;0.16;0.14;0.4;0.27;0.4;10.2;0.14;9;0.36;4;0;0;0;9;1;64;5;90;3.57;6;2;6;12;9;0;23;9;2;12;42,9;;;;;;;;;;;;;;;;;1153;13;100;336;735;116;1153;746;45;104;34;32.7;46;6336;44.2;838;253;30
No;Pedro Porro;Tottenham;1999;24;es ESP;es;33;29;2610;DF;;28;2;6;8;0;0;2;5;1.6;1.6;65;154;109;5;0;0.07;0.21;0.28;0.28;0.07;0.05;0.23;0.17;0.23;6.6;0.05;8;0.28;4;0;1;0;23;3;72;4;108;3.72;3;1;84;33;36;2;66;49;17;27;57,1;;;;;;;;;;;;;;;;;2237;128;675;812;763;32;2237;1187;25;40;14;35;24;5444;60;1291;109;18
No;Pervis Estupiñán;Brighton;1998;26;ec ECU;ec;30;26.7;2402;DF;;26;1;1;2;0;0;1;2.1;1.2;1.2;59;132;112;5;0;0.04;0.04;0.07;0.07;0.04;0.04;0.12;0.08;0.12;3.3;0.04;4;0.15;4;1;0;0;13;0;39;3;58;2.17;0;0;65;17;37;2;65;43;5;15;66,7;;;;;;;;;;;;;;;;;1915;89;493;936;506;35;1915;1023;34;34;19;55.9;13;5007;38.2;1144;112;27
No;Phil Foden;Manchester City;2000;24;eng ENG;eng;28;19.7;1777;MF;FW;20;7;2;9;0;0;7;4.8;5.2;5.2;50;103;128;2;0;0.35;0.1;0.46;0.46;0.35;0.26;0.5;0.24;0.5;9.9;0.26;9;0.46;3;0;0;0;18;1;58;5;88;4.46;3;0;7;11;9;1;13;5;1;12;38,9;;;;;;;;;;;;;;;;;1139;13;85;382;681;83;1139;722;36;43;14;32.6;23;3720;53.5;894;128;31
No;Philip Billing;Bournemouth;1996;28;dk DEN;dk;10;2;184;MF;;1;0;0;0;0;0;0;1.1;0.6;0.6;3;15;13;1;0;0;0;0;0;0;0.28;0.82;0.54;0.82;1.7;0.28;0;0;0;0;2;0;0;0;13;0;16;7.83;0;0;2;1;5;0;14;5;0;3;75;;;;;;;;;;;;;;;;;148;5;20;72;57;12;148;58;7;3;1;33.3;0;254;0;75;13;4
No;Radu Drăgușin;Tottenham;2002;22;ro ROU;ro;16;13.9;1252;DF;;14;0;0;0;0;0;0;0.4;0.1;0.1;7;37;2;1;0;0;0;0;0;0;0.01;0.04;0.03;0.04;0.5;0.01;1;0.07;0;0;0;0;0;0;8;1;8;0.58;0;0;49;6;15;4;10;6;16;6;50;;;;;;;;;;;;;;;;;961;148;510;430;30;12;961;623;8;2;0;0;0;3349;0;669;2;2
No;Raheem Sterling;Arsenal;1994;29;eng ENG;eng;17;5.5;499;FW;MF;7;0;2;2;0;0;0;0.5;1.4;1.4;27;18;79;1;0;0;0.36;0.36;0.36;0;0.26;0.34;0.09;0.34;1.9;0.26;3;0.54;0;0;0;0;0;0;14;3;19;3.43;3;0;4;5;1;0;9;4;0;3;50;;;;;;;;;;;;;;;;;274;2;10;58;209;38;274;201;13;30;10;33.3;10;1407;33.3;211;79;14
No;Ramón Sosa;Nott'ham Forest;1999;24;py PAR;py;19;3.3;295;FW;MF;1;1;0;1;0;0;1;0.5;1;1;12;6;17;1;0;0.31;0;0.31;0.31;0.31;0.31;0.45;0.15;0.45;1.5;0.31;0;0;0;0;0;0;0;0;11;0;14;4.23;2;0;5;4;4;0;5;3;0;9;20;;;;;;;;;;;;;;;;;154;6;36;48;77;15;154;75;6;13;8;61.5;5;601;38.5;81;17;5
No;Rasmus Højlund;Manchester Utd;2003;21;dk DEN;dk;32;22.3;2004;FW;;23;4;0;4;0;0;4;1.8;5.3;5.3;28;18;101;2;0;0.18;0;0.18;0.18;0.18;0.24;0.32;0.08;0.32;7.1;0.24;1;0.04;4;1;0;0;0;0;22;0;34;1.53;3;0;6;5;2;0;3;1;0;6;0;;;;;;;;;;;;;;;;;515;6;36;251;237;74;515;308;63;33;9;27.3;21;1516;63.6;408;101;33
No;Raúl Jiménez;Fulham;1991;33;mx MEX;mx;38;27.7;2494;FW;;30;12;3;15;3;3;9;3.3;12;9.6;35;62;125;4;0;0.43;0.11;0.54;0.43;0.32;0.43;0.55;0.12;0.47;12.9;0.35;7;0.25;5;1;1;1;1;0;48;4;66;2.38;2;0;23;14;10;3;35;24;5;16;36,4;;;;;;;;;;;;;;;;;999;35;120;431;464;165;996;549;74;50;21;42;26;2557;52;734;125;45
No;Rayan Aït-Nouri;Wolves;2001;23;dz ALG;dz;37;34.5;3109;DF;;37;4;7;11;0;0;4;5.5;2.7;2.7;89;108;176;7;1;0.12;0.2;0.32;0.32;0.12;0.08;0.24;0.16;0.24;8.2;0.08;12;0.35;4;0;1;1;15;1;56;10;91;2.63;8;0;75;27;26;2;89;57;6;36;61,4;;;;;;;;;;;;;;;;;2148;96;577;916;685;96;2148;1129;52;137;63;46;56;6166;40.9;1321;176;47
No;Reece James;Chelsea;1999;24;eng ENG;eng;19;11.8;1063;DF;MF;12;1;1;2;0;0;1;0.7;0.4;0.4;7;64;12;1;0;0.08;0.08;0.17;0.17;0.08;0.04;0.1;0.06;0.1;1.1;0.04;3;0.25;0;0;0;0;5;0;11;1;18;1.52;1;1;23;6;13;4;10;9;6;8;33,3;;;;;;;;;;;;;;;;;952;43;267;516;176;7;952;486;7;17;7;41.2;6;1877;35.3;607;12;9
No;Reiss Nelson;Arsenal;1999;24;eng ENG;eng;1;0;3;FW;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;2;0;1;1;0;0;2;1;0;0;0;;0;4;;1;0;0
No;Reiss Nelson;Fulham;1999;24;eng ENG;eng;11;5.4;487;FW;;5;1;1;2;0;0;1;1;1.1;1.1;45;35;63;1;0;0.18;0.18;0.37;0.37;0.18;0.2;0.39;0.18;0.39;2.1;0.2;1;0.18;0;0;1;0;2;0;21;1;31;5.73;3;0;2;8;5;0;8;6;0;11;38,5;;;;;;;;;;;;;;;;;347;5;30;110;212;35;347;259;14;35;13;37.1;13;1956;37.1;274;63;8
No;Remy Rees-Dottin;Bournemouth;2006;18;eng ENG;eng;1;0;1;FW;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0
No;Renato Veiga;Chelsea;2003;21;pt POR;pt;7;2;181;DF;MF;1;0;0;0;0;0;0;0;0.1;0.1;4;7;3;2;0;0;0;0;0;0;0.07;0.07;0;0.07;0.1;0.07;0;0;0;0;0;0;0;0;0;0;1;0.49;0;0;2;8;1;0;9;6;1;2;33,3;;;;;;;;;;;;;;;;;167;2;61;82;27;3;167;85;1;5;3;60;2;417;40;110;3;0
No;Ricardo Pereira;Leicester City;1993;30;pt POR;pt;10;4.3;388;DF;;4;0;0;0;0;0;0;0;0.1;0.1;3;18;5;1;0;0;0;0;0;0;0.02;0.02;0;0.02;0.1;0.02;0;0;0;0;0;0;0;0;3;0;3;0.7;0;0;11;7;4;0;13;8;3;5;50;;;;;;;;;;;;;;;;;296;17;90;166;41;5;296;151;3;9;6;66.7;2;453;22.2;172;5;1
No;Riccardo Calafiori;Arsenal;2002;22;it ITA;it;19;10.9;983;DF;;11;2;1;3;0;0;2;0.3;0.9;0.9;22;54;29;4;0;0.18;0.09;0.27;0.27;0.18;0.08;0.11;0.03;0.11;1.1;0.08;2;0.18;0;0;0;0;0;0;11;2;13;1.19;1;0;25;11;9;0;27;19;6;6;62,1;;;;;;;;;;;;;;;;;653;30;164;264;229;30;653;308;12;13;9;69.2;3;1655;23.1;394;29;5
No;Richarlison;Tottenham;1997;27;br BRA;br;15;5.6;504;FW;;4;4;1;5;0;0;4;0.9;3.7;3.7;8;11;22;2;0;0.71;0.18;0.89;0.89;0.71;0.66;0.82;0.16;0.82;4.6;0.66;1;0.18;1;0;0;0;0;0;5;1;8;1.43;0;0;8;3;0;0;5;3;1;0;0;;;;;;;;;;;;;;;;;173;8;21;89;64;29;173;89;9;16;1;6.3;14;424;87.5;120;22;8
No;Rico Henry;Brentford;1997;27;eng ENG;eng;5;1.1;99;DF;;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.92;0;0;0;0;0;0;2;1;2;1.84;0;0;2;4;1;0;2;2;1;3;0;;;;;;;;;;;;;;;;;66;6;22;29;16;1;66;30;3;3;0;0;2;149;66.7;27;5;2
No;Rico Lewis;Manchester City;2004;19;eng ENG;eng;28;21;1893;DF;MF;21;1;2;3;0;0;1;0.3;1.4;1.4;39;107;78;5;1;0.05;0.1;0.14;0.14;0.05;0.07;0.08;0.02;0.08;1.7;0.07;3;0.14;1;0;0;0;0;0;30;3;31;1.47;0;0;45;8;13;1;30;19;7;21;61,9;;;;;;;;;;;;;;;;;1477;53;289;727;477;46;1477;865;20;21;9;42.9;11;4215;52.4;1061;78;19
No;Robert Sánchez;Chelsea;1997;26;es ESP;es;32;32;2880;GK;;32;0;0;0;0;0;0;0.1;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0.1;0;2;0.06;0;0;0;0;1;1;6;1;7;0.22;0;0;24;1;2;10;0;0;0;0;0;370;47;12.7;57;1.78;424;98;14.5;33.4;0;35.7;0.05;0.25;1.7;34;4;1323;980;1311;12;0;0;1323;881;0;0;0;;0;4456;;822;0;0
No;Robin Olsen;Aston Villa;1990;34;se SWE;se;4;2.5;226;GK;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.4;0;0;0;0;2;1;0;0;2;0.8;0;0;2;0;0;1;1;0;0;0;100;40;3;7.5;0;0;54;19;8.6;35.9;0;6.3;0.12;0.4;0.3;6;1;110;94;109;1;0;0;110;50;0;0;0;;0;270;;46;0;0
No;Rodri;Manchester City;1996;28;es ESP;es;3;0.8;73;MF;;1;0;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0.06;0.06;0.06;0;0;0;0;0;0;0;0;0;0;2;0;2;2.47;0;0;1;0;1;0;2;1;0;1;;;;;;;;;;;;;;;;;;74;1;14;37;24;0;74;39;0;1;0;0;0;172;0;56;1;0
No;Rodrigo Bentancur;Tottenham;1997;27;uy URU;uy;26;18.3;1645;MF;;21;2;0;2;0;0;2;0.4;1.3;1.3;28;100;34;9;0;0.11;0;0.11;0.11;0.11;0.07;0.1;0.02;0.1;1.7;0.07;3;0.16;1;0;2;0;0;0;36;3;45;2.46;1;0;38;21;40;1;40;22;8;17;47,5;;;;;;;;;;;;;;;;;1302;76;323;774;216;24;1302;764;19;19;9;47.4;8;3568;42.1;848;34;20
No;Rodrigo Gomes;Wolves;2003;21;pt POR;pt;25;9;810;DF;FW;7;2;0;2;0;0;2;0.9;0.7;0.7;23;27;81;0;0;0.22;0;0.22;0.22;0.22;0.08;0.18;0.1;0.18;1.6;0.08;1;0.11;0;0;0;0;1;1;18;0;22;2.45;2;0;20;9;7;1;23;15;1;7;57,1;;;;;;;;;;;;;;;;;417;24;101;141;182;29;417;217;21;15;5;33.3;7;1388;46.7;246;81;9
No;Rodrigo Muniz;Fulham;2001;23;br BRA;br;31;10.7;964;FW;;8;8;1;9;0;0;8;0.7;5.8;5.8;6;27;31;1;0;0.75;0.09;0.84;0.84;0.75;0.54;0.61;0.07;0.61;6.5;0.54;2;0.19;2;0;1;0;0;0;10;1;17;1.59;2;1;14;0;5;0;10;5;2;7;100;;;;;;;;;;;;;;;;;311;14;27;161;127;55;311;157;47;18;6;33.3;9;651;50;237;31;24
No;Romain Esse;Crystal Palace;2005;19;eng ENG;eng;7;1.5;138;MF;;1;1;1;2;0;0;1;0.4;0.3;0.3;1;7;14;0;0;0.65;0.65;1.3;1.3;0.65;0.21;0.48;0.27;0.48;0.7;0.21;3;1.94;1;1;0;0;0;0;6;1;8;5.18;1;1;2;0;1;0;9;6;0;2;100;;;;;;;;;;;;;;;;;73;1;14;30;29;9;73;38;6;6;2;33.3;4;121;66.7;43;14;2
No;Roman Dixon;Everton;2004;19;eng ENG;eng;1;1;90;DF;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;5;5;0;1;100;;;;;;;;;;;;;;;;;36;8;19;14;4;0;36;16;2;3;0;0;3;107;100;13;1;0
No;Roméo Lavia;Chelsea;2004;20;be BEL;be;16;8.9;797;MF;;11;0;1;1;0;0;0;0.7;0.3;0.3;3;31;7;4;0;0;0.11;0.11;0.11;0;0.03;0.11;0.08;0.11;1;0.03;2;0.23;0;0;1;0;0;0;13;2;14;1.58;0;0;10;11;16;1;22;13;0;6;47,6;;;;;;;;;;;;;;;;;493;17;109;319;71;1;493;295;3;16;10;62.5;6;1373;37.5;359;7;7
No;Ronnie Edwards;Southampton;2003;21;eng ENG;eng;1;0.1;12;DF;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;6;3;4;2;0;0;6;3;0;0;0;;0;10;;5;0;0
No;Ross Barkley;Aston Villa;1993;30;eng ENG;eng;20;6.5;581;MF;;3;3;1;4;0;0;3;0.6;1.8;1.8;15;36;10;3;0;0.46;0.15;0.62;0.62;0.46;0.27;0.37;0.1;0.37;2.4;0.27;3;0.46;0;0;0;0;1;0;15;3;18;2.78;2;0;5;5;10;0;14;3;3;6;64,3;;;;;;;;;;;;;;;;;464;17;75;275;121;19;464;277;7;16;12;75;4;1560;25;328;10;8
No;Ross Stewart;Southampton;1996;28;sct SCO;sct;12;4.3;389;FW;;4;1;0;1;0;0;1;0;1.1;1.1;3;2;10;1;0;0.23;0;0.23;0.23;0.23;0.25;0.25;0;0.25;1.1;0.25;0;0;1;0;0;0;0;0;1;0;5;1.16;1;0;7;5;1;0;6;4;0;3;37,5;;;;;;;;;;;;;;;;;140;9;25;55;62;15;140;64;7;5;3;60;2;298;40;100;10;9
No;Rúben Dias;Manchester City;1997;27;pt POR;pt;27;25.2;2271;DF;;25;0;0;0;0;0;0;0.3;1.5;1.5;43;160;8;4;0;0;0;0;0;0;0.06;0.07;0.01;0.07;1.8;0.06;1;0.04;0;0;2;0;0;0;17;1;26;1.03;0;0;71;6;20;4;17;11;20;3;53,8;;;;;;;;;;;;;;;;;2499;216;837;1361;307;26;2499;1775;8;3;2;66.7;1;10123;33.3;2016;8;1
No;Ryan Christie;Bournemouth;1995;29;sct SCO;sct;29;23.5;2117;MF;;27;2;3;5;0;0;2;3.5;1.8;1.8;34;137;44;9;0;0.09;0.13;0.21;0.21;0.09;0.08;0.23;0.15;0.23;5.4;0.08;9;0.38;2;0;1;0;7;1;72;8;85;3.62;0;0;51;37;30;3;54;33;11;33;42,2;;;;;;;;;;;;;;;;;1376;74;256;773;372;46;1376;726;44;48;23;47.9;22;3802;45.8;777;44;25
No;Ryan Fraser;Southampton;1994;30;sct SCO;sct;8;3.4;306;FW;DF;4;0;0;0;0;0;0;0.1;0;0;10;8;18;0;1;0;0;0;0;0;0.01;0.04;0.03;0.04;0.1;0.01;0;0;0;0;0;0;0;0;5;0;5;1.47;0;0;9;2;1;0;6;2;1;0;66,7;;;;;;;;;;;;;;;;;131;12;45;50;37;3;131;74;4;3;2;66.7;1;492;33.3;94;18;2
Yes;Ryan Gravenberch;Liverpool;2002;22;nl NED;nl;37;35.1;3160;MF;;37;0;4;4;0;0;0;3.1;1.1;1.1;70;181;55;6;1;0;0.11;0.11;0.11;0;0.03;0.12;0.09;0.12;4.2;0.03;6;0.17;0;0;1;0;0;0;60;6;68;1.94;5;0;59;24;60;2;69;35;10;25;57,1;;;;;;;;;;;;;;;;;2343;117;509;1354;512;26;2343;1396;55;81;37;45.7;30;7452;37;1669;55;26
No;Ryan Manning;Southampton;1996;28;ie IRL;ie;24;16.2;1462;DF;MF;18;0;1;1;0;0;0;3.2;0.3;0.3;14;35;74;2;0;0;0.06;0.06;0.06;0;0.02;0.22;0.2;0.22;3.6;0.02;3;0.18;1;1;1;0;22;2;25;0;50;3.08;0;0;47;12;17;0;28;17;11;9;53,8;;;;;;;;;;;;;;;;;968;72;260;397;321;22;968;483;17;36;11;30.6;16;2023;44.4;573;74;5
